datetime                     lane speed  length  class   gap   wrong_dir  display  flash
Fri Sep 01 07:53:55 CEST 2017  2     26    45      2    1088      00         0    
Fri Sep 01 07:53:57 CEST 2017  2     25    35      2    1176      00         0    
Fri Sep 01 07:53:59 CEST 2017  1     56    51      2    5176      00         0    
Fri Sep 01 07:53:59 CEST 2017  2     25    34      2    1048      00         0    
Fri Sep 01 07:54:00 CEST 2017  2     24    9      1    784      00         0    
Fri Sep 01 07:54:03 CEST 2017  1     47    55      2    3600      00         0    
Fri Sep 01 07:54:03 CEST 2017  2     20    43      2    2048      00         0    
Fri Sep 01 07:54:04 CEST 2017  2     20    45      0    1418      00         0    
Fri Sep 01 07:54:05 CEST 2017  1     46    44      2    800      00         0    
Sat Sep 02 15:30:00 CEST 2017  2     48    52      2    1120      00         0    
Sat Sep 02 15:30:01 CEST 2017  1     40    41      2    1424      00         0    
Sat Sep 02 15:30:02 CEST 2017  2     48    48      2    1816      00         0    
Sat Sep 02 15:30:03 CEST 2017  1     42    47      2    1464      00         0    
Sat Sep 02 15:30:05 CEST 2017  1     44    49      2    1640      00         0    
Sat Sep 02 15:30:12 CEST 2017  2     51    42      2    9480      00         0    
Sat Sep 02 15:30:13 CEST 2017  1     48    49      2    8096      00         0    
Thu Aug 31 04:10:28 CEST 2017  2     57    54      2    65535      00         0    
Thu Aug 31 04:10:31 CEST 2017  1     55    50      2    65535      00         0    
Thu Aug 31 04:10:41 CEST 2017  1     57    96      7    8744      00         0    
Thu Aug 31 04:10:57 CEST 2017  1     68    42      2    15592      00         0    
Tue Aug 29 18:20:01 CEST 2017  1     58    52      2    4288      00         0    
Tue Aug 29 18:20:15 CEST 2017  1     51    42      2    13680      00         0    
Tue Aug 29 18:20:20 CEST 2017  1     68    39      2    4912      00         0    
Tue Aug 29 18:20:23 CEST 2017  1     66    50      2    2024      00         0    
Tue Aug 29 18:20:29 CEST 2017  2     67    47      2    30600      00         0    
Tue Aug 29 18:20:42 CEST 2017  2     59    48      2    12616      00         0    
Tue Aug 29 18:20:43 CEST 2017  2     60    48      2    712      00         0    
Tue Aug 29 18:20:46 CEST 2017  1     47    37      2    22544      00         0    
Tue Aug 29 18:20:46 CEST 2017  2     57    49      2    2704      00         0    
Tue Aug 29 18:20:50 CEST 2017  2     47    42      2    2808      00         0    
Tue Aug 29 18:20:51 CEST 2017  1     47    50      2    4512      00         0    
Tue Aug 29 18:20:51 CEST 2017  2     45    39      2    1152      00         0    
Tue Aug 29 18:21:00 CEST 2017  1     54    41      2    8824      00         0    
Tue Aug 29 18:21:01 CEST 2017  1     54    42      2    1104      00         0    
Tue Aug 29 18:21:06 CEST 2017  1     52    43      2    3648      00         0    
Tue Aug 29 18:21:07 CEST 2017  1     52    52      2    1376      00         0    
Tue Aug 29 18:21:11 CEST 2017  1     50    46      2    3304      00         0    
Tue Aug 29 18:21:12 CEST 2017  1     47    10      1    672      00         0    
Tue Aug 29 18:21:15 CEST 2017  2     63    50      2    23696      00         0    
Tue Aug 29 18:21:19 CEST 2017  1     47    44      2    6336      00         0    
Tue Aug 29 18:21:21 CEST 2017  1     49    46      2    2120      00         0    
Tue Aug 29 18:21:25 CEST 2017  2     51    57      2    9336      00         0    
Tue Aug 29 18:21:35 CEST 2017  1     51    49      2    12704      00         0    
Tue Aug 29 18:21:46 CEST 2017  1     48    42      2    11400      00         0    
Tue Aug 29 18:21:48 CEST 2017  1     45    44      2    872      00         0    
Tue Aug 29 18:21:49 CEST 2017  1     41    47      2    1032      00         0    
Tue Aug 29 18:21:51 CEST 2017  1     40    44      2    800      00         0    
Tue Aug 29 18:21:55 CEST 2017  1     43    39      2    3504      00         0    
Tue Aug 29 18:21:57 CEST 2017  2     53    45      2    31232      00         0    
Tue Aug 29 18:22:01 CEST 2017  1     52    47      2    6000      00         0    
Tue Aug 29 18:22:02 CEST 2017  2     56    45      2    5040      00         0    
Tue Aug 29 18:22:04 CEST 2017  2     55    51      2    944      00         0    
Tue Aug 29 18:22:05 CEST 2017  1     46    46      2    3608      00         0    
Tue Aug 29 18:22:06 CEST 2017  2     47    45      2    2256      00         0    
Tue Aug 29 18:22:08 CEST 2017  2     46    36      2    832      00         0    
Tue Aug 29 18:22:09 CEST 2017  2     44    42      2    1000      00         0    
Tue Aug 29 18:22:10 CEST 2017  2     43    47      2    368      00         0    
Tue Aug 29 18:22:11 CEST 2017  2     42    55      2    480      00         0    
Tue Aug 29 18:22:13 CEST 2017  2     42    42      2    1120      00         0    
Tue Aug 29 18:22:14 CEST 2017  2     39    59      4    496      00         0    
Tue Aug 29 18:22:16 CEST 2017  2     39    42      2    952      00         0    
Tue Aug 29 18:22:17 CEST 2017  2     36    40      2    1160      00         0    
Tue Aug 29 18:22:28 CEST 2017  1     58    43      2    22144      00         0    
Tue Aug 29 18:22:33 CEST 2017  1     54    49      2    4408      00         0    
Tue Aug 29 18:22:39 CEST 2017  1     55    39      2    5824      00         0    
